CustomerID,Age,Gender,ContractType,SignupDate
CUST_195,69.0,Female,Yearly,2020-04-14
CUST_196,43.0,Male,Yearly,2023-01-15
CUST_197,43.0,Male,Monthly,2021-04-16
CUST_198,43.0,Male,Monthly,2018-01-13
CUST_199,56.0,Female,Prepaid,2020-07-11
CUST_200,23.0,Female,Yearly,2021-12-03
CUST_201,25.0,Female,Monthly,2020-12-16
CUST_202,44.0,Male,Prepaid,2020-11-29
CUST_203,26.0,Male,Prepaid,2021-04-26
CUST_204,43.0,Female,Monthly,2023-03-06
CUST_205,50.0,Female,Monthly,2018-03-13
CUST_206,43.0,Male,Prepaid,2020-03-27
CUST_207,59.0,Female,Prepaid,2021-04-06
CUST_208,43.0,Female,Prepaid,2021-07-23
CUST_209,43.0,Female,Prepaid,2023-09-02
CUST_210,32.0,Female,Yearly,2021-05-06
CUST_211,49.0,Female,Monthly,2022-04-09
CUST_212,43.0,Male,Monthly,2020-11-06
CUST_213,41.0,Female,Monthly,2022-12-14
CUST_214,58.0,Female,Prepaid,2019-12-20
CUST_215,69.0,Male,Monthly,2022-11-05
CUST_216,66.0,Male,Yearly,2019-03-25
CUST_217,66.0,Male,Monthly,2019-05-31
CUST_218,43.0,Male,Monthly,2020-03-15
CUST_219,29.0,Female,Monthly,2021-07-08
CUST_220,56.0,Female,Yearly,2021-11-18
CUST_221,19.0,Female,Prepaid,2022-01-02
CUST_222,43.0,Female,Prepaid,2023-06-03
CUST_223,66.0,Male,Yearly,2020-03-09
CUST_224,54.0,Male,Yearly,2019-08-14
CUST_225,66.0,Female,Monthly,2022-09-16
CUST_226,43.0,Female,Prepaid,2019-04-06
CUST_227,66.0,Female,Prepaid,2018-12-05
CUST_228,43.0,Female,Monthly,2022-09-28
CUST_229,43.0,Male,Yearly,2023-01-19
CUST_230,43.0,Female,Prepaid,2019-01-17
CUST_231,40.0,Male,Monthly,2021-04-24
CUST_232,54.0,Male,Yearly,2019-03-30
CUST_233,49.0,Male,Prepaid,2022-04-01
CUST_234,50.0,Male,Monthly,2022-07-19
CUST_235,18.0,Female,Prepaid,2019-01-10
CUST_236,36.0,Female,Yearly,2021-05-10
CUST_237,19.0,Female,Yearly,2021-05-26
CUST_238,61.0,Female,Prepaid,2022-02-08
CUST_239,43.0,Male,Yearly,2021-04-19
CUST_240,49.0,Male,Yearly,2018-03-24
CUST_241,23.0,Male,Yearly,2021-09-21
CUST_242,43.0,Female,Monthly,2018-10-12
CUST_243,21.0,Male,Monthly,2019-11-14
CUST_244,28.0,Male,Prepaid,2019-04-17
CUST_245,34.0,Male,Prepaid,2019-01-28
CUST_246,55.0,Male,Monthly,2020-01-15
CUST_247,41.0,Female,Prepaid,2019-12-06
CUST_248,22.0,Male,Monthly,2022-09-06
CUST_249,69.0,Male,Monthly,2021-01-24
CUST_250,51.0,Female,Yearly,2022-02-03
CUST_251,43.0,Female,Yearly,2018-10-11
CUST_252,39.0,Female,Prepaid,2022-10-15
CUST_253,43.0,Male,Monthly,2018-04-28
CUST_254,43.0,Male,Monthly,2018-05-17
CUST_255,33.0,Male,Prepaid,2023-08-06
CUST_256,50.0,Male,Prepaid,2018-05-24
CUST_257,26.0,Female,Yearly,2018-10-06
CUST_258,43.0,Male,Prepaid,2022-01-30
CUST_259,43.0,Male,Yearly,2018-02-20
CUST_260,46.0,Female,Yearly,2022-04-16
CUST_261,20.0,Female,Monthly,2021-12-20
CUST_262,37.0,Female,Yearly,2019-01-03
CUST_263,53.0,Male,Prepaid,2022-12-21
CUST_264,43.0,Male,Yearly,2022-08-12
CUST_265,43.0,Male,Yearly,2022-06-24
CUST_266,20.0,Male,Prepaid,2019-11-22
CUST_267,43.0,Male,Monthly,2023-03-20
CUST_268,37.0,Female,Monthly,2022-01-15
CUST_269,49.0,Female,Prepaid,2019-01-13
CUST_270,24.0,Male,Yearly,2022-06-09
CUST_271,43.0,Male,Monthly,2018-01-29
CUST_272,58.0,Male,Monthly,2019-05-26
CUST_273,43.0,Male,Prepaid,2022-06-18
CUST_274,43.0,Male,Monthly,2021-02-11
CUST_275,56.0,Female,Yearly,2018-11-16
CUST_276,43.0,Female,Monthly,2021-05-03
CUST_277,57.0,Female,Monthly,2021-11-01
CUST_278,18.0,Male,Monthly,2023-03-01
CUST_279,28.0,Male,Prepaid,2018-06-11
CUST_280,43.0,Female,Monthly,2020-04-14
CUST_281,42.0,Female,Prepaid,2022-03-29
CUST_282,67.0,Male,Prepaid,2018-11-30
CUST_283,40.0,Female,Prepaid,2021-08-17
CUST_284,43.0,Female,Yearly,2019-01-14
CUST_285,47.0,Male,Yearly,2023-02-25
CUST_286,43.0,Female,Prepaid,2021-11-12
CUST_287,52.0,Female,Prepaid,2023-03-17
CUST_288,24.0,Female,Prepaid,2018-05-11
CUST_289,33.0,Male,Yearly,2022-06-25
CUST_290,43.0,Female,Monthly,2023-04-28
CUST_291,43.0,Female,Monthly,2022-06-02
CUST_292,69.0,Female,Monthly,2022-03-22
CUST_293,43.0,Male,Monthly,2021-11-28
CUST_294,43.0,Male,Prepaid,2020-05-14
CUST_295,18.0,Female,Prepaid,2018-07-16
CUST_296,65.0,Male,Prepaid,2019-04-04
CUST_297,43.0,Female,Monthly,2020-10-07
CUST_298,22.0,Male,Yearly,2018-02-21
CUST_299,54.0,Male,Prepaid,2019-02-16
CUST_300,43.0,Female,Prepaid,2021-11-16
CUST_301,43.0,Female,Yearly,2018-03-06
CUST_302,58.0,Female,Prepaid,2023-01-05
CUST_303,52.0,Male,Prepaid,2022-06-14
CUST_304,36.0,Female,Yearly,2020-12-14
CUST_305,43.0,Male,Monthly,2022-01-16
CUST_306,43.0,Male,Monthly,2019-01-09
CUST_307,20.0,Female,Monthly,2019-07-13
CUST_308,37.0,Male,Monthly,2018-01-03
CUST_309,43.0,Female,Prepaid,2023-06-17
CUST_310,43.0,Male,Monthly,2021-09-26
CUST_311,43.0,Female,Monthly,2022-02-09
CUST_312,69.0,Male,Yearly,2019-05-09
CUST_313,28.0,Male,Yearly,2019-03-16
CUST_314,66.0,Female,Prepaid,2018-01-06
CUST_315,25.0,Male,Monthly,2019-04-22
CUST_316,53.0,Female,Prepaid,2021-06-12
CUST_317,43.0,Male,Prepaid,2019-06-30
CUST_318,57.0,Male,Monthly,2019-05-18
CUST_319,37.0,Male,Monthly,2021-09-10
CUST_320,43.0,Female,Monthly,2023-04-24
CUST_321,43.0,Female,Monthly,2019-07-29
CUST_322,42.0,Female,Yearly,2020-08-02
CUST_323,43.0,Female,Monthly,2022-05-08
CUST_324,43.0,Female,Monthly,2021-08-31
CUST_325,46.0,Male,Prepaid,2022-07-11
CUST_326,43.0,Male,Monthly,2023-02-13
CUST_327,63.0,Female,Yearly,2023-08-05
CUST_328,35.0,Male,Prepaid,2018-04-21
CUST_329,19.0,Male,Monthly,2022-06-12
CUST_330,52.0,Male,Yearly,2023-07-01
CUST_331,33.0,Male,Monthly,2018-07-07
CUST_332,43.0,Female,Monthly,2019-02-22
CUST_333,43.0,Male,Prepaid,2023-11-02
CUST_334,50.0,Female,Monthly,2018-04-13
CUST_335,21.0,Female,Monthly,2020-05-08
CUST_336,50.0,Male,Prepaid,2022-12-09
CUST_337,43.0,Female,Monthly,2020-10-12
CUST_338,43.0,Male,Prepaid,2021-10-19
CUST_339,65.0,Male,Monthly,2021-09-04
CUST_340,37.0,Male,Yearly,2022-12-22
CUST_341,43.0,Female,Monthly,2022-09-17
CUST_342,24.0,Female,Monthly,2020-11-23
CUST_343,43.0,Female,Monthly,2023-01-19
CUST_344,34.0,Male,Prepaid,2021-12-12
CUST_345,50.0,Male,Yearly,2018-09-21
CUST_346,65.0,Male,Prepaid,2021-05-04
CUST_347,29.0,Female,Prepaid,2020-11-03
CUST_348,68.0,Male,Monthly,2021-06-16
CUST_349,39.0,Male,Monthly,2018-10-16
CUST_350,39.0,Female,Prepaid,2019-01-23
CUST_351,43.0,Female,Prepaid,2019-04-23
CUST_352,47.0,Female,Yearly,2019-09-01
CUST_353,55.0,Male,Prepaid,2018-12-03
CUST_354,55.0,Male,Prepaid,2019-12-15
CUST_355,62.0,Male,Prepaid,2022-08-08
CUST_356,68.0,Female,Prepaid,2021-06-19
CUST_357,43.0,Female,Monthly,2020-09-22
CUST_358,43.0,Female,Monthly,2018-09-21
CUST_359,44.0,Female,Monthly,2019-10-23
CUST_360,43.0,Male,Prepaid,2018-03-08
CUST_361,38.0,Male,Prepaid,2019-05-04
CUST_362,47.0,Male,Prepaid,2023-09-01
CUST_363,43.0,Male,Prepaid,2019-11-04
CUST_364,45.0,Male,Prepaid,2018-02-27
CUST_365,64.0,Male,Prepaid,2018-08-19
CUST_366,43.0,Male,Prepaid,2022-03-03
CUST_367,22.0,Male,Monthly,2019-01-31
CUST_368,65.0,Female,Prepaid,2022-08-20
CUST_369,36.0,Female,Prepaid,2023-02-21
CUST_370,21.0,Male,Prepaid,2021-01-07
CUST_371,43.0,Female,Prepaid,2022-01-04
CUST_372,43.0,Male,Monthly,2023-06-13
CUST_373,34.0,Male,Prepaid,2022-06-26
CUST_374,61.0,Female,Prepaid,2021-01-27
CUST_375,45.0,Male,Prepaid,2018-09-20
CUST_376,47.0,Male,Prepaid,2021-04-05
CUST_377,43.0,Male,Monthly,2023-03-06
CUST_378,43.0,Male,Yearly,2022-07-26
CUST_379,23.0,Male,Prepaid,2018-12-07
CUST_380,52.0,Male,Monthly,2022-05-12
CUST_381,58.0,Male,Prepaid,2018-12-30
CUST_382,54.0,Female,Prepaid,2021-09-26
CUST_383,41.0,Female,Prepaid,2020-11-30
CUST_384,46.0,Male,Yearly,2021-12-01
CUST_385,66.0,Female,Prepaid,2021-11-01
CUST_386,63.0,Male,Yearly,2018-12-13
CUST_387,48.0,Male,Monthly,2019-03-14
CUST_388,52.0,Male,Prepaid,2022-04-14
CUST_389,50.0,Male,Monthly,2020-10-29
CUST_390,43.0,Female,Yearly,2020-06-20
CUST_391,43.0,Female,Yearly,2023-11-03
CUST_392,49.0,Female,Monthly,2019-07-12
CUST_393,40.0,Female,Prepaid,2021-01-27
CUST_394,50.0,Male,Prepaid,2022-04-07
CUST_395,20.0,Female,Prepaid,2020-09-02
CUST_396,35.0,Male,Monthly,2021-09-16
CUST_397,42.0,Male,Yearly,2022-02-24
CUST_398,43.0,Female,Monthly,2021-10-24
CUST_399,48.0,Male,Yearly,2019-10-22
CUST_400,20.0,Female,Prepaid,2022-09-25
CUST_401,57.0,Female,Monthly,2019-05-13
CUST_402,63.0,Female,Yearly,2019-10-05
CUST_403,41.0,Female,Monthly,2019-02-26
CUST_404,67.0,Female,Monthly,2021-03-14
CUST_405,49.0,Male,Monthly,2021-11-02
CUST_406,64.0,Female,Monthly,2020-08-16
CUST_407,39.0,Female,Yearly,2020-03-28
CUST_408,40.0,Male,Monthly,2020-03-13
CUST_409,43.0,Female,Prepaid,2023-05-30
CUST_410,44.0,Female,Monthly,2022-08-18
CUST_411,59.0,Male,Prepaid,2020-06-20
CUST_412,19.0,Male,Monthly,2019-09-01
CUST_413,43.0,Female,Prepaid,2018-12-29
CUST_414,43.0,Male,Yearly,2019-07-18
CUST_415,57.0,Female,Yearly,2023-04-24
CUST_416,50.0,Male,Prepaid,2018-01-04
CUST_417,26.0,Female,Prepaid,2023-01-27
CUST_418,43.0,Female,Monthly,2020-03-22
CUST_419,43.0,Female,Monthly,2021-05-17
CUST_420,43.0,Male,Prepaid,2018-07-02
CUST_421,46.0,Female,Prepaid,2019-08-25
CUST_422,43.0,Male,Monthly,2020-10-03
CUST_423,43.0,Female,Monthly,2018-09-29
CUST_424,43.0,Female,Prepaid,2018-03-08
CUST_425,43.0,Female,Monthly,2022-02-05
CUST_426,43.0,Female,Yearly,2023-06-23
CUST_427,41.0,Female,Prepaid,2021-08-02
CUST_428,30.0,Male,Monthly,2021-02-02
CUST_429,24.0,Male,Prepaid,2023-02-04
CUST_430,53.0,Male,Prepaid,2020-07-08
CUST_431,43.0,Female,Prepaid,2023-02-27
CUST_432,37.0,Female,Monthly,2021-11-05
CUST_433,18.0,Male,Yearly,2018-07-21
CUST_434,43.0,Female,Monthly,2020-03-20
CUST_435,63.0,Female,Prepaid,2021-02-19
CUST_436,43.0,Female,Prepaid,2022-02-27
CUST_437,31.0,Male,Monthly,2018-12-02
CUST_438,43.0,Male,Prepaid,2019-11-24
CUST_439,68.0,Male,Prepaid,2022-09-10
CUST_440,40.0,Male,Monthly,2021-05-30
CUST_441,43.0,Male,Yearly,2020-02-21
CUST_442,43.0,Female,Prepaid,2022-07-05
CUST_443,51.0,Female,Monthly,2020-10-02
CUST_444,19.0,Female,Prepaid,2022-08-14
CUST_445,49.0,Female,Monthly,2022-06-08
CUST_446,43.0,Male,Monthly,2020-06-13
CUST_447,39.0,Male,Yearly,2021-10-27
CUST_448,68.0,Female,Monthly,2018-08-08
CUST_449,42.0,Male,Prepaid,2020-07-07
CUST_450,39.0,Female,Prepaid,2020-10-23
CUST_451,43.0,Female,Prepaid,2018-10-30
CUST_452,66.0,Female,Monthly,2019-09-02
CUST_453,69.0,Female,Yearly,2023-10-04
CUST_454,59.0,Male,Monthly,2018-05-30
CUST_455,43.0,Female,Monthly,2022-06-03
CUST_456,32.0,Male,Prepaid,2022-10-03
CUST_457,43.0,Female,Monthly,2023-06-18
CUST_458,43.0,Female,Prepaid,2022-08-21
CUST_459,43.0,Female,Prepaid,2019-12-13
CUST_460,25.0,Female,Monthly,2021-04-24
CUST_461,61.0,Male,Monthly,2022-03-05
CUST_462,61.0,Female,Prepaid,2022-10-24
CUST_463,22.0,Male,Monthly,2020-03-07
CUST_464,43.0,Female,Monthly,2021-05-19
CUST_465,43.0,Female,Prepaid,2019-06-04
CUST_466,23.0,Female,Monthly,2021-03-07
CUST_467,43.0,Male,Prepaid,2022-10-21
CUST_468,43.0,Female,Prepaid,2022-09-02
CUST_469,69.0,Female,Prepaid,2020-02-06
CUST_470,47.0,Female,Prepaid,2021-10-09
CUST_471,64.0,Female,Monthly,2022-02-09
CUST_472,52.0,Female,Yearly,2022-08-03
CUST_473,57.0,Male,Prepaid,2022-04-03
CUST_474,43.0,Male,Prepaid,2019-06-26
CUST_475,33.0,Female,Prepaid,2023-10-01
CUST_476,30.0,Female,Monthly,2020-09-04
CUST_477,43.0,Male,Prepaid,2019-03-17
CUST_478,43.0,Female,Monthly,2019-09-20
CUST_479,47.0,Male,Monthly,2019-07-15
CUST_480,36.0,Female,Monthly,2022-07-03
CUST_481,43.0,Female,Yearly,2018-03-19
CUST_482,36.0,Male,Prepaid,2022-06-18
CUST_483,43.0,Female,Yearly,2022-01-28
CUST_484,43.0,Male,Prepaid,2018-12-05
CUST_485,54.0,Male,Prepaid,2018-10-13
CUST_486,43.0,Male,Monthly,2020-04-18
CUST_487,43.0,Female,Monthly,2022-05-08
CUST_488,26.0,Male,Yearly,2020-02-06
CUST_489,43.0,Male,Prepaid,2022-02-27
CUST_490,18.0,Female,Yearly,2020-08-12
CUST_491,18.0,Female,Prepaid,2020-12-06
CUST_492,43.0,Female,Prepaid,2021-03-22
CUST_493,43.0,Female,Prepaid,2022-09-14
CUST_494,43.0,Female,Monthly,2020-01-22
CUST_495,65.0,Female,Monthly,2021-12-16
CUST_496,42.0,Male,Monthly,2022-12-16
CUST_497,57.0,Female,Prepaid,2022-07-13
CUST_498,43.0,Male,Prepaid,2021-11-28
CUST_499,18.0,Female,Prepaid,2022-05-04
CUST_500,43.0,Male,Monthly,2021-04-29
CUST_501,43.0,Male,Monthly,2022-01-20
CUST_502,43.0,Female,Monthly,2023-03-03
CUST_503,43.0,Female,Yearly,2023-05-24
CUST_504,46.0,Male,Prepaid,2018-07-29
CUST_505,20.0,Female,Prepaid,2022-09-23
CUST_506,43.0,Female,Monthly,2021-01-04
CUST_507,43.0,Male,Monthly,2023-06-21
CUST_508,43.0,Male,Monthly,2023-06-22
CUST_509,68.0,Male,Yearly,2020-05-03
CUST_510,54.0,Female,Monthly,2021-09-02
CUST_511,43.0,Female,Prepaid,2019-03-24
CUST_512,46.0,Female,Prepaid,2021-05-05
CUST_513,43.0,Female,Monthly,2020-02-08
CUST_514,45.0,Male,Monthly,2018-12-12
CUST_515,22.0,Female,Prepaid,2019-04-01
CUST_516,43.0,Male,Prepaid,2019-05-22
CUST_517,43.0,Female,Monthly,2019-11-24
CUST_518,47.0,Female,Monthly,2022-09-21
CUST_519,63.0,Male,Prepaid,2018-03-13
CUST_520,69.0,Female,Monthly,2019-02-26
CUST_521,22.0,Female,Prepaid,2021-04-26
CUST_522,29.0,Male,Yearly,2020-08-12
CUST_523,33.0,Female,Prepaid,2020-12-19
CUST_524,43.0,Male,Monthly,2020-08-28
CUST_525,43.0,Male,Monthly,2019-02-02
CUST_526,65.0,Male,Prepaid,2020-12-23
CUST_527,38.0,Male,Monthly,2022-05-27
CUST_528,56.0,Female,Prepaid,2022-10-20
CUST_529,43.0,Female,Monthly,2022-03-06
CUST_530,50.0,Female,Monthly,2022-12-30
CUST_531,47.0,Male,Prepaid,2020-08-23
CUST_532,54.0,Female,Prepaid,2020-05-12
CUST_533,43.0,Female,Monthly,2019-11-09
CUST_534,27.0,Female,Prepaid,2018-05-31
CUST_535,43.0,Female,Monthly,2019-05-24
CUST_536,53.0,Male,Prepaid,2021-12-08
CUST_537,43.0,Male,Yearly,2021-07-12
CUST_538,69.0,Female,Monthly,2022-06-24
CUST_539,48.0,Male,Monthly,2022-10-07
CUST_540,43.0,Female,Prepaid,2020-08-14
CUST_541,36.0,Female,Prepaid,2020-11-10
CUST_542,43.0,Female,Prepaid,2018-03-25
CUST_543,18.0,Male,Prepaid,2019-04-11
CUST_544,22.0,Female,Monthly,2022-12-17
CUST_545,62.0,Male,Monthly,2023-04-06
CUST_546,21.0,Male,Prepaid,2021-02-25
CUST_547,33.0,Female,Monthly,2019-12-10
